crop,harvest_area_km2,upper_bound_mt,lower_bound_mt,envelope_width_mt
bana,14950.690690690692,977754.8186129429,44.056873928364716,977710.7617390145
bana,15106.427052052051,978661.8904407661,45.053495713689024,978616.8369450524
bana,15262.163413413413,979551.1777360187,46.056510181223295,979505.1212258375
bana,15417.899774774774,980423.4460799538,47.070738080620664,980376.3753418732
bana,15573.636136136136,981279.4679188696,48.10076353070839,981231.3671553389
bana,15729.372497497498,982120.9001538347,49.15191776131342,982071.7482360734
bana,15885.10885885886,982954.980066151,50.225974751911195,982904.7540913991
bana,16040.84522022022,983781.7223126731,51.31885665397804,983730.4034560191
bana,16196.581581581582,984596.6265974032,52.411740621018836,984544.2148567822
bana,16352.317942942944,985395.8690012165,53.50462692570852,985342.3643742908
bana,16508.054304304304,986185.840373028,54.59758106939216,986131.2427919586
bana,16663.790665665667,986970.5586821036,55.707198001995266,986914.8514841016
bana,16819.527027027027,987746.817964452,56.83453604195847,987689.98342841
bana,16975.26338838839,988517.2627357428,57.97481875011459,988459.2879169927
bana,17130.99974974975,989276.0950309389,59.13711393666532,989216.9579170021
bana,17286.73611111111,990026.5826327973,60.320309247007685,989966.2623235503
bana,17442.472472472473,990770.5894499338,61.528941822796234,990709.060508111
bana,17598.208833833833,991502.7955577931,62.76356990316856,991440.0319878899
bana,17753.945195195196,992226.6316374673,64.03011537495578,992162.6015220924
bana,17909.681556556556,992942.6928988757,65.30514435370776,992877.387754522
bana,18065.41791791792,993651.8482409585,66.58017333245978,993585.268067626
bana,18221.15427927928,994355.4454269602,67.85520231121176,994287.5902246491
bana,18376.890640640642,995051.265674934,69.13023128996376,994982.135443644
bana,18532.627002002002,995737.4120871177,70.40526026871575,995667.006826849
bana,18688.36336336336,996414.1186275918,71.68028924746773,996342.4383383443
bana,18844.099724724725,997077.8605599037,72.95926306789661,997004.9012968357
bana,18999.836086086085,997737.3395103057,74.25937593317408,997663.0801343725
bana,19155.57244744745,998387.3681900619,75.58485671993658,998311.7833333419
bana,19311.308808808808,999027.5711574662,76.94048519550248,998950.6306722707
bana,19467.04517017017,999662.5650304444,78.32261176776458,999584.2424186766
bana,19622.78153153153,1000291.779653436,79.74462770600397,1000212.03502573
bana,19778.517892892894,1000915.462395912,81.18628665507599,1000834.276109257
bana,19934.254254254254,1001530.5383769157,82.64228080891158,1001447.8960961069
bana,20089.990615615614,1002143.3295838049,84.09946869614836,1002059.2301151088
bana,20245.726976976977,1002747.7465347017,85.55665658338519,1002662.1898781183
bana,20401.463338338337,1003343.608903282,87.01384447062198,1003256.5950588114
bana,20557.1996996997,1003931.0935377723,88.4710323578588,1003842.6225054144
bana,20712.93606106106,1004510.1039432766,89.92822024509559,1004420.1757230315
bana,20868.672422422424,1005084.0644726175,91.39232917685513,1004992.6721434406
bana,21024.408783783783,1005649.8014783142,92.89094129874468,1005556.9105370154
bana,21180.145145145147,1006209.3867349492,94.4107530947732,1006114.9759818544
bana,21335.881506506506,1006760.51556516,95.97423027542855,1006664.5413348846
bana,21491.617867867866,1007304.067869608,97.57721812964199,1007206.4906514784
bana,21647.35422922923,1007840.0298719449,99.20818918147376,1007740.8216827634
bana,21803.09059059059,1008368.1406735684,100.84752208042174,1008267.293151488
bana,21958.826951951953,1008890.0204074724,102.50294242875604,1008787.5174650436
bana,22114.563313313312,1009409.27732964,104.22972349089069,1009305.0476061491
bana,22270.299674674676,1009924.4161766882,106.00289818073897,1009818.4132785074
bana,22426.036036036036,1010433.7715811639,107.79262913417932,1010325.9789520297
bana,22581.7723973974,1010937.2067112888,109.60837248610753,1010827.5983388027
bana,22737.50875875876,1011435.1385520926,111.42985039676671,1011323.7087016958
bana,22893.24512012012,1011928.1748173088,113.28736622486683,1011814.8874510839
bana,23048.98148148148,1012417.1006142916,115.1700410597198,1012301.9305732319
bana,23204.71784284284,1012901.3684176351,117.06984075168985,1012784.2985768834
bana,23360.454204204205,1013379.544466901,118.99359842064908,1013260.5508684803
bana,23516.190565565565,1013853.2806026933,120.9484622521085,1013732.3321404412
bana,23671.926926926928,1014321.7553901558,122.91822942774688,1014198.837160728
bana,23827.663288288288,1014785.7362513881,124.9056243281204,1014660.83062706
bana,23983.39964964965,1015246.570288844,126.90924725049082,1015119.6610415935
bana,24139.13601101101,1015701.1915613344,128.91287095759253,1015572.2786903768
bana,24294.87237237237,1016151.3370623668,130.9242612816015,1016020.4128010852
bana,24450.608733733734,1016596.3235218021,132.96676269934278,1016463.3567591028
bana,24606.345095095094,1017033.0467493142,135.033072093363,1016898.0136772208
bana,24762.081456456457,1017463.9570184209,137.13782052110076,1017326.8191978998
bana,24917.817817817817,1017888.2979739608,139.27152018558354,1017749.0264537751
bana,25073.55417917918,1018307.7962534479,141.43471301877483,1018166.3615404291
bana,25229.29054054054,1018724.1107242089,143.6204493863616,1018580.4902748226
bana,25385.026901901903,1019137.4800483065,145.80804862954568,1018991.671999677
bana,25540.763263263263,1019546.8496605249,148.01524145212653,1019398.8344190727
bana,25696.499624624623,1019950.3658077577,150.28333387622922,1019800.0824738814
bana,25852.235985985986,1020352.2718071163,152.603052973087,1020199.6687541433
bana,26007.972347347346,1020749.713500868,154.96041810979597,1020594.7530827582
bana,26163.70870870871,1021144.9529345832,157.33210333479852,1020987.6208312484
bana,26319.44507007007,1021537.1668683917,159.75601318008177,1021377.4108552116
bana,26475.181431431432,1021925.8635475266,162.2437136453555,1021763.6198338813
bana,26630.917792792792,1022310.4936986604,164.77034429623436,1022145.7233543642
bana,26786.654154154156,1022691.0031283394,167.31969303817974,1022523.6834353013
bana,26942.390515515515,1023066.3995708262,169.8697509956837,1022896.5298198306
bana,27098.126876876875,1023439.655899586,172.41980895318764,1023267.2360906329
bana,27253.86323823824,1023808.8717536085,174.96986691069168,1023633.9018866977
bana,27409.599599599598,1024171.2156885174,177.5342404171329,1023993.6814481003
bana,27565.33596096096,1024530.6180954376,180.14465723723538,1024350.4734382004
bana,27721.07232232232,1024887.5989093349,182.78350972434018,1024704.8153996106
bana,27876.808683683685,1025243.5853542723,185.47703737856844,1025058.1083168937
bana,28032.545045045044,1025597.0138497101,188.20786273944842,1025408.8059869707
bana,28188.281406406408,1025949.8064779212,190.9747176566103,1025758.8317602646
bana,28344.017767767768,1026299.1706714581,193.7778875962664,1026105.3927838618
bana,28499.754129129127,1026646.6032835878,196.60574168693384,1026449.997541901
bana,28655.49049049049,1026992.8986677098,199.47134646812788,1026793.4273212417
bana,28811.22685185185,1027336.763415404,202.35317441634658,1027134.4102409877
bana,28966.963213213214,1027677.0584279562,205.26317513856586,1027471.7952528176
bana,29122.699574574573,1028014.7077143892,208.17755091303943,1027806.5301634761
bana,29278.435935935937,1028350.6883198048,211.09192668751308,1028139.5963931173
bana,29434.172297297297,1028684.2928870567,214.00630246198665,1028470.2865845948
bana,29589.90865865866,1029016.2077533577,216.9273939813102,1028799.2803593765
bana,29745.64502002002,1029345.9128592482,219.88143646085115,1029126.0314227873
bana,29901.381381381383,1029673.9615909314,222.86100211320561,1029451.1005888182
bana,30057.117742742743,1030000.0828324843,225.896356064901,1029774.1864764193
bana,30212.854104104103,1030322.3083516074,228.97689034690606,1030093.3314612606
bana,30368.590465465466,1030639.1412446575,232.07339723631728,1030407.0678474212
bana,30524.326826826826,1030952.1959954594,235.17010293337242,1030717.025892526
bana,30680.06318818819,1031260.6245711666,238.28663391683966,1031022.3379372497
bana,30835.79954954955,1031564.2088513763,241.4695213606179,1031322.7393300157
bana,30991.535910910912,1031863.6307930846,244.74141742439653,1031618.8893756602
bana,31147.272272272272,1032159.3010427908,248.02008322229247,1031911.2809595685
bana,31303.008633633635,1032451.4153777154,251.3060227681062,1032200.1093549472
bana,31458.744994994995,1032740.9165540586,254.68049516613698,1032486.2360588924
bana,31614.481356356355,1033029.3847212042,258.1186806116047,1032771.2660405926
bana,31770.21771771772,1033314.8325589673,261.57947752443835,1033053.2530814429
bana,31925.954079079078,1033598.9342615253,265.0403346724983,1033333.8939268527
bana,32081.69044044044,1033879.9072607666,268.52544431461183,1033611.381816452
bana,32237.4268018018,1034159.0615278336,272.0594976284355,1033887.0020302051
bana,32393.163163163164,1034434.258714578,275.6323354351615,1034158.6263791429
bana,32548.899524524524,1034707.4084521777,279.2276492833264,1034428.1808028943
bana,32704.635885885888,1034977.5523381784,282.8601603966134,1034694.6921777817
bana,32860.372247247244,1035245.1360685079,286.50592511040605,1034958.6301433975
bana,33016.10860860861,1035510.150025025,290.17403078616286,1035219.9759942389
bana,33171.84496996997,1035771.9401052521,293.89994597735296,1035478.0401592747
bana,33327.581331331334,1036031.6301301301,297.6749518509218,1035733.9551782792
bana,33483.31769269269,1036287.0567247178,301.4766452837144,1035985.5800794341
bana,33639.05405405405,1036540.5787922483,305.3016165922052,1036235.277175656
bana,33794.79041541542,1036792.649798125,309.13701464703155,1036483.512783478
bana,33950.52677677678,1037042.5939340338,313.0261918336875,1036729.5677422001
bana,34106.263138138136,1037291.4476475843,316.9403006224334,1036974.5073469618
bana,34261.9994994995,1037537.9111917135,320.86509342508623,1037217.0460982885
bana,34417.73586086086,1037782.3496654186,324.8309503360447,1037457.5187150826
bana,34573.47222222222,1038023.6748248965,328.8366565202411,1037694.8381683762
bana,34729.20858358358,1038263.2881051659,332.8439301585292,1037930.4441750074
bana,34884.944944944946,1038501.6833630506,336.87529560723914,1038164.8080674433
bana,35040.68130630631,1038738.3825637592,340.9658057003104,1038397.416758059
bana,35196.417667667665,1038974.3127818996,345.1321303200619,1038629.1806515795
bana,35352.15402902903,1039208.1827449079,349.32149634620777,1038858.8612485618
bana,35507.89039039039,1039440.9736534968,353.51087330588615,1039087.462780191
bana,35663.62675175175,1039670.8945206966,357.7002502655644,1039313.1942704311
bana,35819.36311311311,1039899.0690516387,361.92510414801086,1039537.1439474907
bana,35975.099474474475,1040125.4747943592,366.2636832404563,1039759.2111111187
bana,36130.83583583584,1040351.2167125371,370.63661041638596,1039980.5801021208
bana,36286.572197197194,1040574.6879585579,375.04430692883665,1040199.643651629
bana,36442.30855855856,1040795.4540179943,379.5236937022107,1040415.9303242922
bana,36598.04491991992,1041014.1767679186,384.0608149105314,1040630.1159530081
bana,36753.781281281284,1041229.8028671978,388.6435017465247,1040841.1593654513
bana,36909.51764264264,1041442.8331407065,393.2737099820959,1041049.5594307245
bana,37065.254004004004,1041652.6730247932,397.9503495940624,1041254.722675199
bana,37220.99036536537,1041861.2617309253,402.67551211649425,1041458.5862188088
bana,37376.72672672672,1042068.3878604813,407.41136580162686,1041660.9764946797
bana,37532.46308808809,1042274.3866467864,412.14721948675975,1041862.2394272996
bana,37688.19944944945,1042479.9196311568,416.8968726074415,1042063.0227585494
bana,37843.93581081081,1042683.7525348156,421.705002481379,1042262.0475323342
bana,37999.67217217217,1042885.872678568,426.58917857715915,1042459.2834999908
bana,38155.40853353353,1043086.3739007191,431.5071911707768,1042654.8667095483
bana,38311.1448948949,1043285.467826379,436.44142724612396,1042849.0263991329
bana,38466.88125625625,1043483.7717076285,441.42103038873074,1043042.3506772398
bana,38622.617617617616,1043680.8455952025,446.4608420055815,1043234.384753197
bana,38778.35397897898,1043876.307155569,451.5750029543579,1043424.7321526146
bana,38934.09034034034,1044070.7715551455,456.79742723922584,1043613.9741279063
bana,39089.8267017017,1044263.701569631,462.06182001721635,1043801.6397496138
bana,39245.56306306306,1044455.370398719,467.3773244748203,1043987.9930742441
bana,39401.299424424426,1044646.6137146762,472.7725796396086,1044173.8411350367
bana,39557.03578578579,1044836.3919209437,478.2300709803847,1044358.1618499634
bana,39712.772147147145,1045025.1943248342,483.72962540929933,1044541.4646994248
bana,39868.50850850851,1045212.4598553122,489.27352074828804,1044723.186334564
bana,40024.24486986987,1045398.0481302583,494.85027708210896,1044903.1978531763
bana,40179.98123123123,1045581.9701690923,500.49045992850625,1045081.4797091638
bana,40335.71759259259,1045764.1156241538,506.1793294546238,1045257.9362946991
bana,40491.453953953955,1045944.452056908,511.95817262610757,1045432.493884282
bana,40647.19031531532,1046123.3181066462,517.7878258005767,1045605.5302808456
bana,40802.926676676674,1046300.5927373228,523.641797699882,1045776.9509396229
bana,40958.66303803804,1046477.0724115697,529.5455283088032,1045947.5268832608
bana,41114.3993993994,1046652.2904119154,535.5112373616261,1046116.7791745538
bana,41270.135760760764,1046826.0529519655,541.5154479948815,1046284.5375039706
bana,41425.87212212212,1046998.9026452242,547.5885206324004,1046451.3141245919
bana,41581.608483483484,1047170.1440363235,553.7178222730407,1046616.4262140505
bana,41737.34484484485,1047339.4957179661,559.9007474329512,1046779.5949705332
bana,41893.0812062062,1047507.5262209325,566.1244731387942,1046941.4017477937
bana,42048.81756756757,1047674.5523879428,572.4056001364729,1047102.1467878063
bana,42204.55392892893,1047840.4926216982,578.7389078447926,1047261.7537138534
bana,42360.29029029029,1048005.1004847278,585.1080707082695,1047419.9924140195
bana,42516.02665165165,1048168.7593313148,591.4832433955764,1047577.2760879193
bana,42671.76301301301,1048331.5225888719,597.9189721121165,1047733.6036167598
bana,42827.499374374376,1048492.6708104503,604.4664177627827,1047888.2043926875
bana,42983.23573573573,1048651.9880002672,611.0253845143068,1048040.9626157528
bana,43138.972097097096,1048810.3767655976,617.639166484545,1048192.737599113
bana,43294.70845845846,1048968.0878812894,624.3495050809922,1048343.7383762085
bana,43450.44481981982,1049124.3982098983,631.0889955852691,1048493.309214313
bana,43606.18118118118,1049278.5571441445,637.8494747328708,1048640.7076694118
bana,43761.91754254254,1049430.8621743105,644.6839022794109,1048786.178272031
bana,43917.653903903905,1049582.4788496955,651.602147557395,1048930.8767021382
bana,44073.39026526527,1049733.913027737,658.586208043726,1049075.3268196934
bana,44229.126626626625,1049883.4806461409,665.6414609378573,1049217.839185203
bana,44384.86298798799,1050031.836697125,672.7901308664884,1049359.0465662587
bana,44540.59934934935,1050179.3262618314,680.0337679886137,1049499.2924938428
bana,44696.33571071071,1050326.1323236285,687.4226589074411,1049638.709664721
bana,44852.07207207207,1050472.180099172,694.8887913870074,1049777.291307785
bana,45007.808433433434,1050616.8937575414,702.361386191885,1049914.5323713496
bana,45163.5447947948,1050760.4718557252,709.9130707599425,1050050.5587849652
bana,45319.281156156154,1050903.497923935,717.5765430556469,1050185.9213808794
bana,45475.01751751752,1051044.7441493277,725.3308605452236,1050319.4132887826
bana,45630.75387887888,1051185.3433213632,733.1564889382183,1050452.186832425
bana,45786.49024024024,1051324.5463526782,740.9987041956791,1050583.5476484825
bana,45942.2266016016,1051463.1156631263,748.9445687479443,1050714.1710943785
bana,46097.96296296296,1051600.577237908,756.9586804875156,1050843.6185574206
bana,46253.69932432433,1051737.8083117364,765.0251398139551,1050972.7831719224
bana,46409.43568568568,1051873.3171949706,773.2092035705971,1051100.1079914
bana,46565.17204704705,1052008.6319451558,781.4880089177783,1051227.143936238
bana,46720.90840840841,1052142.213925441,789.8241406353903,1051352.3897848057
bana,46876.64476976977,1052274.8489015389,798.1922954088847,1051476.65660613
bana,47032.38113113113,1052406.357524753,806.5970286811262,1051599.760496072
bana,47188.11749249249,1052537.5788185727,815.0826753452944,1051722.4961432274
bana,47343.853853853856,1052667.9159524678,823.6285645281366,1051844.2873879396
bana,47499.59021521521,1052797.6620409244,832.1985237910943,1051965.4635171334
bana,47655.326576576575,1052927.22650855,840.9068327513304,1052086.3196757988
bana,47811.06293793794,1053055.277971703,849.6499044876568,1052205.6280672154
bana,47966.7992992993,1053183.3769891686,858.4653769470599,1052324.9116122215
bana,48122.53566066066,1053310.5120664253,867.3821869088338,1052443.1298795165
bana,48278.27202202202,1053436.3949509056,876.3353174033783,1052560.0596335023
bana,48434.008383383385,1053561.9134765528,885.3744732400245,1052676.5390033128
bana,48589.74474474474,1053686.4843975503,894.4794600562303,1052792.0049374942
bana,48745.481106106105,1053810.6028599844,903.6000079716397,1052907.0028520126
bana,48901.21746746747,1053933.9307118875,912.774927460192,1053021.1557844274
bana,49056.95382882883,1054057.052445531,922.0375745993484,1053135.0148709316
bana,49212.69019019019,1054179.5043660598,931.3270674740345,1053248.1772985857
bana,49368.42655155155,1054301.7032615421,940.6297055090281,1053361.0735560332
bana,49524.162912912914,1054423.013653199,950.0323008824577,1053472.9813523164
bana,49679.89927427428,1054544.6602338362,959.4907043228609,1053585.1695295132
bana,49835.635635635634,1054664.2827588134,968.9688742355477,1053695.3138845777
bana,49991.371996997,1054783.1133531353,978.5136332727388,1053804.5997198625
bana,50147.10835835836,1054900.4723019802,988.1531413382882,1053912.3191606419
bana,50302.84471971972,1055017.4155501467,997.9124609862437,1054019.5030891604
bana,50458.58108108108,1055133.8177943334,1007.731805056882,1054126.0859892766
bana,50614.31744244244,1055249.745803557,1017.5695010393864,1054232.1763025178
bana,50770.05380380381,1055365.453793508,1027.4824990854302,1054337.9712944226
bana,50925.79016516516,1055480.1206697288,1037.5107125030947,1054442.6099572259
bana,51081.526526526526,1055594.029504349,1047.699949105734,1054546.3295552433
bana,51237.26288788789,1055707.7126703216,1057.9022976809224,1054649.8103726406
bana,51392.999249249246,1055820.0037476285,1068.2220680157495,1054751.7816796128
bana,51548.73561061061,1055931.5923701788,1078.6096172011107,1054852.9827529776
bana,51704.47197197197,1056041.685667628,1089.052158719002,1054952.633508909
bana,51860.208333333336,1056150.7984918116,1099.6082234484086,1055051.190268363
bana,52015.94469469469,1056259.4571465359,1110.2691511199273,1055149.1879954159
bana,52171.681056056055,1056366.7182234977,1120.980540534814,1055245.737682963
bana,52327.41741741742,1056472.9830856419,1131.727304677379,1055341.2557809644
bana,52483.15377877878,1056579.3590459828,1142.5003533190825,1055436.8586926637
bana,52638.89014014014,1056684.2809467681,1153.3614933880858,1055530.91945338
bana,52794.6265015015,1056788.675960961,1164.2788925464322,1055624.3970684146
bana,52950.362862862865,1056892.157122353,1175.2558826663349,1055716.9012396866
bana,53106.09922422422,1056994.239287585,1186.3358527257674,1055807.9034348594
bana,53261.835585585584,1057096.0198885326,1197.446823511113,1055898.5730650215
bana,53417.57194694695,1057197.0204928908,1208.6476399382123,1055988.3728529527
bana,53573.30830830831,1057297.324047485,1219.9294012784603,1056077.3946462064
bana,53729.04466966967,1057395.9629028523,1231.222475385196,1056164.740427467
bana,53884.78103103103,1057494.3811858841,1242.5241113454958,1056251.8570745387
bana,54040.517392392394,1057591.504023161,1253.9490721355187,1056337.5549510254
bana,54196.25375375375,1057688.3950859662,1265.4462964899787,1056422.9487894762
bana,54351.99011511511,1057784.6391216542,1277.0592140722822,1056507.579907582
bana,54507.72647647648,1057880.2598517232,1288.7167171701767,1056591.5431345531
bana,54663.46283783784,1057975.9639352362,1300.3830195657708,1056675.5809156704
bana,54819.199199199196,1058070.4347515204,1312.132721780997,1056758.3020297394
bana,54974.93556056056,1058164.4851681078,1324.0173383832134,1056840.4678297245
bana,55130.67192192192,1058257.1500907298,1336.0503738477198,1056921.099716882
bana,55286.40828328329,1058349.6110678334,1348.2579176733464,1057001.35315016
bana,55442.14464464464,1058441.7290756914,1360.589510409168,1057081.1395652823
bana,55597.881006006006,1058533.1147150793,1373.0158880505621,1057160.0988270286
bana,55753.61736736737,1058624.0273456136,1385.5802115320616,1057238.4471340815
bana,55909.353728728725,1058714.2993480354,1398.2364904859685,1057316.0628575494
bana,56065.09009009009,1058803.6434038891,1411.040643198683,1057392.6027606905
bana,56220.82645145145,1058892.2045306955,1423.9713300644576,1057468.233200631
bana,56376.562812812816,1058980.087419531,1436.9887324527301,1057543.0986870783
bana,56532.29917417417,1059067.6539689726,1450.0907457147123,1057617.563223258
bana,56688.035535535535,1059154.3925244755,1463.2346277209797,1057691.1578967546
bana,56843.7718968969,1059240.0853880807,1476.502772718432,1057763.5826153622
bana,56999.508258258255,1059324.796838189,1489.8008475239512,1057834.9959906652
bana,57155.24461961962,1059408.965425575,1503.1623981454209,1057905.8030274294
bana,57310.98098098098,1059492.463177269,1516.6105312864815,1057975.8526459825
bana,57466.717342342345,1059575.3566175096,1530.2354872154742,1058045.1211302942
bana,57622.4537037037,1059657.7667770896,1543.9792410151158,1058113.7875360744
bana,57778.190065065064,1059739.7143476915,1557.855008907122,1058181.8593387844
bana,57933.92642642643,1059821.1143475939,1571.8918128301834,1058249.2225347636
bana,58089.66278778779,1059901.96467132,1586.0874048269302,1058315.8772664932
bana,58245.39914914915,1059982.3373841278,1600.4111612397032,1058381.926222888
bana,58401.13551051051,1060062.85043549,1614.9225066671165,1058447.9279288228
bana,58556.871871871874,1060142.788897482,1629.6240700395333,1058513.1648274425
bana,58712.60823323323,1060221.8886296698,1644.4336965389348,1058577.4549331309
bana,58868.34459459459,1060300.8386978959,1659.4918789412145,1058641.3468189547
bana,59024.08095595596,1060378.804149853,1674.6610236392835,1058704.1431262137
bana,59179.81731731732,1060456.5851002033,1689.9691547761092,1058766.6159454272
bana,59335.553678678676,1060533.708383884,1705.3666990567253,1058828.3416848273
bana,59491.29004004004,1060610.0578219774,1720.854430705532,1058889.2033912719
